Gene,p_value,log2FC,adj_p_value
MYLK4,3.7218387598831897e-13,-1.2880311290802515,3.2888689032154906e-12
TUBB2B,8.663472093498867e-16,-2.097279087705501,1.1369381222078174e-14
AL445309.1,1.015402093534165e-19,-1.9163030424249317,2.6431160749493446e-18
PXDC1,4.105639712289595e-18,-1.3633012442247825,8.036020592416337e-17
AL391422.1,2.1528192348379753e-10,-1.2411271409886084,1.288697260949162e-09
AL590004.3,1.3487547489925168e-08,-1.1795331223417858,6.246360646043358e-08
C6orf201,7.054249760418044e-09,-1.0705114441236034,3.384074166258049e-08
AL035653.1,4.37813118806422e-11,-1.1165880545534552,2.9203476684879225e-10
PPP1R3G,1.495948874928267e-14,-1.4378372744282197,1.6229609764833336e-13
NRN1,2.477445270867776e-22,-2.5298541916096884,1.4303469845860693e-20
F13A1,4.614072982750221e-07,-1.70190362188481,1.713604629816453e-06
LY86-AS1,1.9705255645428993e-08,-1.3494005405572165,8.908055052697274e-08
AL031123.1,1.5812415581543416e-11,-1.3467499010348076,1.1217071131960579e-10
AL138878.2,3.3448412205292645e-06,1.5600427464973208,1.09948373881553e-05
AL031058.1,9.026954782034917e-12,1.390587556579538,6.630855031318666e-11
BMP6,6.411953221445962e-21,-2.665860298551589,2.1246396877431702e-19
TFAP2A,7.033332857479002e-08,1.534113836222323,2.9576580807494e-07
TFAP2A-AS2,2.0270205738044673e-10,1.431816652265507,1.2183998922753594e-09
TFAP2A-AS1,2.056806048731007e-11,1.5822634141257854,1.4356703333880973e-10
ERVFRD-1,2.1599317225815808e-14,-1.9665749188101982,2.2882588548546795e-13
AL139807.1,5.424215151463964e-08,-1.0522990330965196,2.315301754159204e-07
NEDD9,1.3386940363632661e-18,-1.792492713999085,2.840734426398345e-17
TMEM170B,2.9239789491415386e-13,-1.5678778607658224,2.621751390146464e-12
ADTRP,4.517079189149515e-11,-1.613906757456106,3.008791016705043e-10
AL022724.3,5.928654720705505e-10,-1.708420472641151,3.3181892846460806e-09
EDN1,6.2218050999228834e-15,-2.1598137092344665,7.140746859226645e-14
TBC1D7,2.817423097650681e-16,1.0054978387933868,4.043241801512814e-15
GFOD1,1.236609811355771e-16,-1.4541488997243448,1.8819608083509973e-15
RNF182,1.4649556775803022e-10,-1.4555783577534687,8.991043806948042e-10
AL138720.1,6.1334292811555425e-15,1.7541275022459755,7.056424683915099e-14
AL021978.1,1.2619693254677877e-06,1.1774100913218035,4.403521856713377e-06
STMND1,7.141295743090867e-05,1.5452991619458665,0.0001902436765659587
MIR548A1HG,3.176886248597177e-14,-1.476075321079615,3.296476432311492e-13
LNC-LBCS,4.422040730003452e-13,-1.499131477122574,3.8598840886875024e-12
ID4,9.082513801333456e-22,-3.311989841465204,3.686935988335513e-20
BOLA2P3,2.982777809766175e-09,1.087046576379773,1.515151914794583e-08
NBAT1,6.047659608809144e-08,-1.0666726720345276,2.564364756202838e-07
DCDC2,2.8846706666681126e-08,-1.98074081060349,1.276630250401824e-07
GPLD1,4.969058471728574e-25,-3.044160619172109,1.0172871381526919e-22
RIPOR2,2.3135084524997424e-09,-1.2212929548501688,1.1911612171013492e-08
SCGN,3.82900482699956e-11,-2.3221680057449943,2.5753814387814124e-10
U91328.1,2.95642996767729e-13,-1.1300736140281789,2.649593672404394e-12
H3C1,4.374829720437321e-06,1.177043479109656,1.4148433168119127e-05
H4C2,4.0542293344625e-09,1.3467238302038307,2.0169431474245725e-08
H3C2,2.308593654747046e-19,2.7500020372631675,5.648299488364962e-18
H2AC4,7.120609642470633e-10,1.1819351450442692,3.937021453999018e-09
H3C3,6.740493491134356e-13,1.955677990617021,5.723978710386157e-12
H1-2,1.5437784881939182e-13,2.1385447977950296,1.4419005292689633e-12
H4C3,5.073750243217215e-09,1.3348012297240954,2.4888384498330375e-08
H1-6,8.687481872977935e-11,1.5856560127171901,5.503088952285773e-10
H2BC4,1.1122100392471413e-14,2.399468363301084,1.2313312781773233e-13
H2AC6,6.262157231203198e-12,1.4945035105001683,4.702080550646112e-11
H1-4,1.468494634342272e-12,2.031807479899032,1.1909585820359573e-11
H2BC5,1.4168052242932144e-20,2.853262963068545,4.373274740414115e-19
AL353759.1,9.076913120493576e-17,2.0259678090724336,1.4124034820278295e-15
LARP1P1,2.804474346657726e-12,1.3027915716763934,2.196374305320817e-11
H2BC6,3.5271596134053237e-17,2.7013506788467083,5.843728923801979e-16
H4C4,3.7589874153902465e-18,2.7725135668269223,7.391894567522855e-17
H1-12P,3.874962089330511e-13,1.818273374607285,3.413030562123343e-12
AL031777.2,5.305517701624466e-15,2.9685355431845846,6.156286073263635e-14
H2BC7,1.059832856176201e-15,3.29102647370787,1.3722235563316799e-14
AL031777.1,5.23377109073449e-17,3.308858111091567,8.435057288956514e-16
H4C5,1.0584707197132829e-15,2.9021085405276135,1.3719548267768951e-14
H2BC8,9.294798576501804e-15,3.0709552913364506,1.038918971556911e-13
H2AC8,1.3275534813663297e-13,2.5334662379412825,1.2510515191159088e-12
H3C6,1.825228827673415e-10,1.3817706810225445,1.1038573367692764e-09
H2AC9P,9.904029235570127e-08,1.6563875252447229,4.0750157878107875e-07
H1-3,1.65232213777367e-09,2.2886942826047734,8.68805340081077e-09
H3C7,5.3290867390407833e-11,1.6163808785310039,3.5107641529732236e-10
H2BC9,1.2714432513133684e-15,2.919549528819286,1.6268460033865713e-14
H3C8,3.100876991093088e-10,2.3894409308804314,1.8112679697819192e-09
H2AC10P,7.037658620136698e-06,1.040709205124554,2.205397009590082e-05
H2BC10,1.3517352752775707e-09,1.234361580127246,7.2035488695458995e-09
H4C8,3.2711657684301983e-16,2.6079449718863135,4.6280213789139085e-15
BTN1A1,5.999843764622645e-10,-1.800280507914028,3.3560490731253593e-09
HCG11,1.1233530280027775e-20,-1.7317912880690187,3.542537267491856e-19
AL021807.1,5.266317201537099e-15,2.023066427450614,6.113581958942856e-14
H2BC11,9.123173001223427e-14,2.0611879192948734,8.812319669684674e-13
H2AC11,1.9993848599038654e-09,1.9757163350471316,1.0398887968140482e-08
H4C9,1.8723578603544577e-18,1.9042628535336963,3.875203113440087e-17
H2BC12,2.2643735027307968e-18,1.8669860397394196,4.618248898353591e-17
H2AC12,2.081884405290177e-06,1.0691734988169905,7.035717851874735e-06
PRSS16,0.0002599127805034822,-1.4099209025839716,0.0006311834219536346
ZNF204P,9.883475645377726e-20,-2.5420902768648084,2.5817106496240154e-18
ZNF391,6.203933711344647e-13,-1.6327067521952765,5.295645377134711e-12
AL031118.1,1.899708840992679e-16,-1.7762168959161446,2.811628473769313e-15
MCFD2P1,9.010445910806135e-15,-1.4425412495636827,1.0096497882422235e-13
AL009179.1,1.0549329701483798e-05,-1.6866200464141157,3.2102307015426433e-05
H2BC13,1.9825729956822308e-16,2.0530263821944965,2.9143272787264143e-15
H2AC13,4.241786386674639e-20,4.079203914658925,1.1953379286377625e-18
H3C10,1.7213658771306767e-22,4.081869750857754,1.0515324392007622e-20
H2AC14,6.143712230547744e-18,1.9300593666907355,1.172226483726777e-16
H2BC14,7.102212724768143e-11,1.235691005217545,4.602826912010073e-10
H4C11,1.2710979393247654e-16,2.002201430464205,1.9297208575668145e-15
H4C12,4.750628195233383e-16,2.0946869786597833,6.509598128302068e-15
H2BC15,1.1154359813659706e-13,1.6550374455059647,1.0670882131410652e-12
H2BC16P,4.129932785327009e-10,1.1639104823964737,2.3649391338293792e-09
H2AC16,5.26242995909601e-15,1.9331611087629743,6.111906540043002e-14
H1-5,2.5029336563693753e-13,1.9584627401237373,2.266223028958492e-12
H3C11,1.0275043607998754e-14,1.0738378258032222,1.1398857692130778e-13
H3C12,1.604586384436796e-19,2.6686038345740792,4.038013602934166e-18
H2AC17,9.50605910474334e-17,1.7971811705793348,1.4731279972710691e-15
H2BC17,4.476494588654823e-20,3.1901276865150834,1.2586565741022346e-18
OR2W6P,5.001774574692008e-13,1.4672291103929553,4.336932468907625e-12
OR2B6,1.6649926445295963e-24,3.4777319765960577,2.352817053158736e-22
ZNF192P1,5.4748880162055986e-17,-1.6397685129853379,8.793719623654404e-16
AL022393.1,1.001116973927836e-11,-1.5069529238656494,7.311281193702827e-11
NKAPL,4.570487245421131e-26,-2.8730211583873517,2.356622065631077e-23
ZSCAN23,1.9850308420364985e-15,-2.574086476840858,2.4585041893816333e-14
Z98745.2,5.099719912826951e-18,-2.3500095430101435,9.849402956573582e-17
ZBED9,1.4246250394272214e-06,-1.985361511648228,4.933368267648037e-06
MAS1L,1.5783082703627165e-17,-2.4801666580109147,2.7907024944779423e-16
RPS17P1,4.070235466117116e-13,-1.4944004386519418,3.5700810107392227e-12
HLA-F-AS1,7.059161139340465e-13,-1.2667992570595024,5.966495625783994e-12
AL645929.2,5.897240537851194e-07,-1.2272933408418805,2.156861242587645e-06
HLA-K,5.395539323205732e-09,-1.2028582225730107,2.63814428514193e-08
RNF39,2.914332052261041e-07,-1.050458805999443,1.1167712062748973e-06
AL662873.1,1.5374632084584497e-10,-1.1214561287038847,9.416216293201054e-10
LINC02569,3.983550116853851e-09,-1.1299710646306402,1.9846484757395785e-08
IER3,1.8675835640349634e-08,1.2061374902918818,8.469986816460329e-08
LINC00243,3.4297148653131786e-08,1.3582381632686165,1.502742026942056e-07
HCG22,7.231625691064477e-07,-1.0547628710900239,2.6112173841488796e-06
C6orf15,1.9948089745012634e-07,-1.7387135211569507,7.844605451174421e-07
PSORS1C3,4.121575646745046e-09,-1.52603453025363,2.0488326032920577e-08
AL662844.4,4.3486134081891703e-17,-1.3994850475065235,7.102172670192179e-16
MICB,8.829752906627026e-08,1.0698777800894597,3.661645259888229e-07
LTA,4.102756592147307e-05,1.0630544362471954,0.00011366235328138915
LTB,4.379596164330642e-05,1.2545714050339365,0.00012073136700477381
LY6G5B,5.882580846287989e-09,-1.0990202339608768,2.8560039350379604e-08
SLC44A4,4.42518478410779e-12,2.229353824908925,3.382430847897042e-11
EHMT2-AS1,5.7906916761666065e-06,1.20901426425216,1.8363615217544508e-05
ZBTB12,7.966303173964585e-12,1.143740316869449,5.894037241858462e-11
CFB,4.61912188923966e-06,1.1268727198117316,1.4885270575410024e-05
CYP21A1P,8.57753850252818e-08,1.56889651748273,3.561342833202722e-07
STK19B,6.099967104296442e-05,1.2844363558179972,0.00016434069861155458
CYP21A2,6.609840523138819e-09,1.6951184024078385,3.1866229630010135e-08
TNXB,1.1315263575463976e-26,-4.9085005993073345,1.1904285907142294e-23
AL662884.5,1.5045726061848308e-11,-1.501980303496668,1.0705275763036687e-10
NOTCH4,9.68181227127047e-22,-1.6327135996217237,3.905100723771009e-20
TSBP1-AS1,1.3164653924114093e-20,-2.9344678372128863,4.090222335700551e-19
BTNL2,8.112496166868503e-15,-1.8454090216784507,9.144424994761241e-14
RPL32P1,1.703348427768422e-07,-1.139085832805204,6.761620202630879e-07
PFDN6,6.190843830267168e-22,1.2591145685011966,3.138848985643089e-20
KIFC1,1.680381313078631e-25,3.0588211133750542,4.7142786556696354e-23
UQCC2,9.471743417023728e-21,1.3278304850895761,3.0272810985346553e-19
AL138889.1,1.0866930280660822e-08,1.5527660169542845,5.105111851274472e-08
GRM4,8.577301642999485e-24,4.319779336096955,8.415977264947214e-22
HMGA1,6.02781950677625e-16,1.3493521361026328,8.098532671147345e-15
SMIM29,1.1529541608365909e-21,1.291575414175874,4.5604331200256086e-20
RPS10,1.061121074118113e-09,1.0255452571386545,5.72899494813249e-09
PACSIN1,3.2445900452444267e-22,2.42777655258673,1.799361670974336e-20
SPDEF,1.3835744709482423e-12,2.138763305118431,1.126187395501692e-11
AL591002.1,1.4191957281904979e-10,-1.2196905367037707,8.72716658702499e-10
AL138721.1,4.985513959341874e-10,-1.0849010187391994,2.824552815199912e-09
SCUBE3,3.384478880828243e-10,1.4744383398157028,1.9645019637163046e-09
DEF6,3.1120171899351396e-10,1.0332019500523497,1.8164245717859536e-09
MKRN6P,3.334387555012713e-11,-1.0519332272714343,2.2627950951182849e-10
AL033519.4,3.4836204987410587e-07,1.6510117004205214,1.3197823624019093e-06
FKBP5,5.982366416818653e-06,-1.085531585697849,1.892234388429845e-05
AL033519.5,6.4054679330097586e-09,-1.0662957980804568,3.094001944838816e-08
CLPSL2,1.07455465268409e-18,3.4120680170456597,2.3295754387954906e-17
CLPSL1,6.765680079066067e-11,2.504155547403128,4.394501240174039e-10
CLPS,1.509084631043155e-07,1.5859508182451223,6.034108035908831e-07
Z95152.1,2.5683522380559072e-08,-1.0712892962852592,1.1435900854000639e-07
MAPK13,1.1358903033278818e-10,1.0916890406497544,7.084135319884655e-10
BNIP5,5.010604205024155e-08,1.005289482168052,2.1496559091649848e-07
ETV7,1.11050190284296e-09,1.441116756326739,5.980257225689502e-09
PI16,3.438602303716096e-23,-5.534429501568426,2.6632642873403562e-21
CCDC167,1.7081995795973952e-25,1.9311319715867956,4.725185698438088e-23
GLP1R,4.873372752180267e-11,-2.330406521591425,3.229078369770389e-10
DAAM2,1.5840003516594358e-21,-2.2446457948716017,6.084424880197714e-20
AL592158.1,1.2488000362053287e-17,-2.2177668307058127,2.2511686135764216e-16
DAAM2-AS1,4.8758917668080206e-20,-2.32974145949759,1.3548754569045267e-18
MOCS1,3.4994941306843383e-23,-2.1185574162589145,2.6993857577502777e-21
TUBBP9,1.6094477477035335e-10,-1.0526411871813637,9.822143731312218e-10
TDRG1,3.858041295127626e-07,1.0625818704359116,1.4506051425758333e-06
LRFN2,1.6673464484792874e-14,2.6703227607735283,1.7940079372075151e-13
APOBEC2,1.2549659173613707e-09,-1.2181526060200452,6.708620910959005e-09
AL031778.1,3.63514656169751e-12,-1.1476865690264617,2.806309434931339e-11
TREM1,5.0444274713271533e-05,1.2284511088519574,0.0001375766155750303
LINC01276,1.935126882988859e-10,-1.3290645257028035,1.166496825820787e-09
PRPH2,3.1520054875579127e-09,-1.295163217793763,1.5961900766916484e-08
PTCRA,3.462692280437758e-08,1.1974810382920948,1.515613168026114e-07
PTK7,1.2596468919819741e-06,1.0521085036300715,4.396633157029332e-06
DLK2,3.922998332129826e-10,-1.4487578262499863,2.255307207514952e-09
LRRC73,6.509821560590381e-14,1.958866288020321,6.417308219307654e-13
POLH-AS1,1.0099700667654661e-14,1.3253087307324893,1.1214191236785476e-13
AL136131.2,3.2613692319058814e-15,-1.776884282190076,3.908895515481118e-14
MRPL14,1.0315509664272899e-22,1.3583650850038236,6.736027810770203e-21
TMEM63B,1.8895479225852954e-19,1.225603227446049,4.70899743204985e-18
CAPN11,6.3162448323345176e-24,-2.8863662619004806,6.663550328129179e-22
MYMX,1.5470007154788228e-14,-2.924039932529655,1.6735534161109665e-13
NFKBIE,4.429386789393301e-15,1.1600172044061399,5.2098942627789406e-14
TMEM151B,2.729930371156028e-07,-1.4071623688137236,1.0508525549056144e-06
RUNX2,7.162617355503369e-08,1.0036989338739435,3.0085058192562335e-07
CLIC5,1.194112037177496e-22,-2.5775335681531653,7.678403955188537e-21
RCAN2,2.074964576095954e-13,-1.2922192403370119,1.899513815760914e-12
AL035670.1,5.83334888335927e-22,-2.330604927192819,2.981541911043846e-20
CYP39A1,5.403967628317824e-16,-2.6175718341404783,7.338536374514172e-15
SLC25A27,2.6635674673478155e-20,-2.941191836808575,7.795977917954494e-19
TDRD6,9.132359559738598e-12,-1.5419313658064135,6.7017823283383e-11
ADGRF5,1.706080276992122e-20,-2.0098933699622155,5.194219004083571e-19
ADGRF1,1.770649923224406e-08,-2.3860638099553793,8.052545051897352e-08
TNFRSF21,5.843829950074282e-13,-1.2312546496089318,5.015391242445352e-12
ADGRF4,1.1418533648058012e-08,2.1967352455653826,5.3483248007240804e-08
PTCHD4,2.0042482306637888e-10,-1.3109851344726815,1.2052857651343337e-09
AL353138.1,3.202056805086664e-08,-1.2081590434218092,1.4093515332463952e-07
CYP2AC1P,1.771820382318559e-13,-1.16775564665009,1.6403306076737498e-12
RHAG,2.3159174748997792e-09,-1.1209955369322024,1.1922394786510022e-08
CRISP2,3.6955004219011437e-08,-1.344333894366691,1.6126671618744544e-07
AL121950.1,5.047157456519586e-15,-1.7777296085615537,5.890787103489147e-14
AL132799.1,3.5466723404408094e-10,-1.0306498954403394,2.051217512070044e-09
PKHD1,2.3644132488311276e-05,-1.364543862019473,6.819204034894162e-05
GSTA1,1.5796723295544683e-10,-3.182635418710009,9.65287347685478e-10
AL512378.1,0.0005388724720633908,-1.1279048411622337,0.0012360256787141996
MIR5685,1.363937341871091e-06,-1.1659756959288163,4.7366369783628916e-06
AL034374.1,8.086663361200737e-05,-1.0387615883772607,0.00021359529126307043
AL033397.1,1.4295821062838328e-09,-1.5196971900632226,7.59595857090262e-09
KLHL31,3.381958125206154e-23,-3.5579147526538994,2.6286668130592026e-21
MLIP,1.400285959950223e-16,-2.2775787255452626,2.1112432502848227e-15
AL033384.1,8.640622908450471e-11,-1.9826626512417294,5.477070326939802e-10
MLIP-IT1,2.260749609902629e-13,-1.422158202527367,2.060737201575263e-12
GFRAL,1.7202073430026137e-09,-1.227653545195089,9.02870467140812e-09
HMGCLL1,1.1149400524984537e-12,-1.9961606960176175,9.183827652963557e-12
BMP5,3.165806350928546e-19,-3.6199347040324943,7.593524365742099e-18
COL21A1,7.199821706729929e-10,-1.2922340833903467,3.975910532884092e-09
DST,1.0742891891788718e-24,-2.7789819847343065,1.724052065718669e-22
AL021368.3,7.186534839578729e-12,-1.620923353866452,5.3474031535207225e-11
AL021368.2,6.150747292217741e-20,-1.7972544524962224,1.6856252022102368e-18
EYS,6.458113015298338e-15,-1.6261020900516234,7.389564119075809e-14
AL646090.2,4.5249413820642326e-12,-1.2781117929671724,3.455412763467567e-11
AL391807.1,7.46816434996146e-24,-2.8929226773985053,7.62396918033532e-22
ADGRB3,9.779370495239044e-23,-2.931675835562877,6.441458750203192e-21
GAPDHP42,2.9953946369120905e-08,-1.0167437281115543,1.322849539160547e-07
COL19A1,3.3692673988992414e-08,-1.254385667529419,1.4781377674726036e-07
FAM135A,8.189079050899178e-14,-1.3217991450771382,7.962854428081013e-13
AL583856.2,4.561421852493157e-17,-1.5883232020721034,7.408202883418775e-16
AL589935.1,4.346706492207414e-11,-1.6011447218193027,2.9019418594370455e-10
OGFRL1,3.687213206446741e-15,-1.4249196139435245,4.37398838348819e-14
LINC00472,1.8520638453178755e-05,-1.1858417314337633,5.433390091213727e-05
AL136164.3,1.0524092160423451e-07,-1.590394725807284,4.3118722034171116e-07
KRT19P1,2.8414592849614037e-10,1.8301554208866535,1.669263672384492e-09
AC019205.1,4.324604564206099e-11,-1.124370992353379,2.8882044306954994e-10
OOEP,1.1146964321456874e-09,-1.4930967273324367,5.996876799870137e-09
DDX43,5.0929232046901856e-08,-1.402246463798254,2.1817596816472808e-07
TMEM30A-DT,1.6650765611537105e-14,-1.140487258929424,1.7920747279663435e-13
FILIP1,1.5781592943389553e-14,-1.4765313636867896,1.7043400374620355e-13
RNU6-1016P,5.161345071100894e-09,-1.3477967656331504,2.5285316676093036e-08
MEI4,5.5336693099088816e-11,-1.4998158912213349,3.6341631947891273e-10
AL391840.1,3.0443880429428195e-10,-1.2485796376670033,1.7812938782390908e-09
LCA5,8.189435113095548e-18,-1.561529521572476,1.5204248307518666e-16
AL391840.3,6.689572240513958e-14,-1.3465633897978253,6.582511276623166e-13
AL391840.2,8.137783025122004e-08,-1.0269554843970212,3.3891211740370253e-07
AL451064.2,1.48701310677743e-09,-1.4154873065555549,7.875700518261557e-09
SH3BGRL2,4.122013470578044e-25,-2.465414321703463,8.820177298569086e-23
TTK,3.755153685430105e-19,2.4993642006141874,8.861226833768213e-18
AL591135.1,7.920383234144091e-10,-1.3117351218772972,4.343709739501496e-09
AL359715.4,5.69511678173779e-07,-1.0099271047773586,2.087658275179414e-06
AL359715.1,2.4844269100015743e-10,-1.2361656991425152,1.4736912261456481e-09
AL359715.2,2.9011995641258517e-13,-1.4311541553441929,2.603792234400533e-12
DOP1A,1.3848448723124337e-15,-1.2217454623091601,1.762419848587403e-14
ME1,7.228708974356696e-08,-1.68991989745966,3.0347689149368533e-07
PRSS35,6.029692839876974e-07,-1.0537109843707246,2.201779662721756e-06
SNAP91,9.103928330637682e-07,-1.3182927985607371,3.2476422868472412e-06
MRAP2,3.334127854413935e-13,-2.228889073163746,2.9663321202272345e-12
TBX18,1.0736023516559777e-15,-2.0024326191893627,1.3891908256446362e-14
