Gene,p_value,log2FC,adj_p_value
NKX1-2,2.0010448498829416e-06,-1.663303576657904,6.77764019356703e-06
AL731571.1,2.7776315535696876e-06,-1.0008120841649655,9.22402608153427e-06
AL157888.1,5.952609497394472e-11,1.0927691949564462,3.8937673938569645e-10
AL589787.2,2.790131125415366e-11,-1.7508659764203989,1.911603224384616e-10
C10orf90,6.737100408937649e-20,-4.3831250170105776,1.829110687369925e-18
INSYN2A,6.643989399183474e-07,1.9171221413423778,2.413528241940101e-06
AL391005.1,1.1637529238757863e-07,-1.0484553114955413,4.7261396353068337e-07
FOXI2,3.5786608412471855e-19,-2.1519724521222896,8.487050764019781e-18
AL390236.1,4.090183076240806e-10,-1.111689441847071,2.343949066871604e-09
MKI67,3.711630410516319e-21,3.0864940101010703,1.296810794906781e-19
LINC02666,2.4338340313858053e-07,-1.1522670701441022,9.435871645481216e-07
EBF3,9.597628990956256e-24,-2.9631873102745168,9.14268054428513e-22
AL354950.1,3.609069607704975e-10,-1.5141761091487638,2.0843229997288537e-09
AL354950.3,2.9838193398072313e-14,-1.6129148486061793,3.103913813571036e-13
AL162274.3,7.591229044890723e-10,-1.0191542751660974,4.175286216180529e-09
AL451069.2,5.912363776127822e-07,1.0222701481206335,2.161797899119329e-06
LINC02870,1.4133995503793392e-06,1.0855590105040318,4.895838171855414e-06
ADGRA1,6.770205920686246e-10,-1.2388105271281167,3.7580943725644274e-09
VENTX,5.2746514541523075e-09,-1.0238528327419987,2.58136902926172e-08
AL592071.1,1.0273216465080205e-10,1.2475784535612386,6.447188076196317e-10
ADAM8,7.611598971506568e-21,2.1873268451470755,2.4877366043346914e-19
AL360181.1,1.3105461146351147e-10,-1.04582049097713,8.106422267791986e-10
SYCE1,3.015869027351629e-14,-1.7609124587643485,3.136271925917507e-13
AL731769.2,2.084918713184157e-10,-1.707636440216202,1.2508191247130804e-09
AC136475.7,1.4605067793978569e-15,-1.3660939071947684,1.8526204878143762e-14
AC136475.5,1.0052900416097993e-09,-1.2850903128420845,5.4480990941935176e-09
AC136475.9,2.6345185662462706e-08,-1.1212813100668686,1.1709864590777051e-07
B4GALNT4,9.315177607775783e-18,2.5318307756315264,1.7184755806960544e-16
PKP3,1.6705944439104767e-17,1.8567478194742026,2.934698236023441e-16
SIGIRR,7.180368634932139e-15,1.2536676433550547,8.151956884874695e-14
ANO9,1.1183776024170315e-13,1.7925994035631376,1.0694029278177547e-12
LRRC56,1.2873721680134833e-12,1.7992648821582486,1.051724190926287e-11
LMNTD2,6.312926297319348e-09,1.5909250426914259,3.052416323052125e-08
LMNTD2-AS1,1.6945370354819967e-06,1.6131921790112305,5.7965043065250305e-06
RASSF7,4.911298527426423e-19,2.071739441467871,1.1376790240229255e-17
MIR210HG,3.57416909814049e-12,1.3349253053173085,2.763741944119496e-11
IRF7,2.1769999406549594e-22,1.950705866693827,1.2763420395103084e-20
SCT,2.3638354081246474e-22,3.188672820480619,1.3752365936607203e-20
DRD4,8.896513077165602e-10,1.054906161273971,4.848849277371852e-09
CEND1,1.585413671608773e-11,1.4379797446602978,1.1244561310582523e-10
SLC25A22,2.918914405217331e-23,1.6654084593935874,2.3322988224304045e-21
AP006621.6,1.585198081522339e-18,1.4841605905463369,3.318838703127533e-17
PNPLA2,1.2203004657783614e-13,-1.4680525870147747,1.1580911656206837e-12
AP006621.1,1.8052079678749956e-09,1.1760062186897258,9.440823885017617e-09
MUC6,0.0004520417095899012,-1.908116378574272,0.0010515710158471787
MUC2,1.0897833288150826e-08,2.771629941931505,5.1183598456773854e-08
MUC5AC,9.308106936800353e-08,1.8823779857234977,3.8452796915835144e-07
MUC5B,0.0002501769302845205,1.5043123523407917,0.0006090812824982706
BRSK2,4.678772543492801e-05,1.186931741044452,0.00012828772266143947
KRTAP5-AS1,4.7211747702563004e-05,1.0348986730245988,0.00012938478527401383
CTSD,6.192736979252356e-16,1.3010940099960333,8.305372533718263e-15
SYT8,1.3967387277542525e-07,-2.1092248136173612,5.617509034189717e-07
TNNI2,0.0001714967785348505,-1.0302611053314568,0.0004286457460719942
PRR33,5.82913892453293e-13,-1.7417055119569724,5.0061861140081674e-12
TNNT3,9.135739852758704e-21,-3.8489298786253263,2.9372411815227774e-19
MRPL23-AS1,4.579124641800943e-11,-1.5900735226530471,3.046368640147004e-10
IGF2,1.4498682379206123e-13,-2.249657580246657,1.3592155852229027e-12
IGF2-AS,4.607210495216109e-08,-1.3143991364228258,1.9864923758631023e-07
TH,0.0010386075960133023,1.263547925295018,0.0022656505063591644
ASCL2,4.248587588836193e-09,1.770950371027662,2.1061650044447903e-08
CDKN1C,8.406159591948036e-24,-2.139179258115039,8.312660271160312e-22
SLC22A18,3.662312161679822e-14,1.2843599064644273,3.7518908463887043e-13
PHLDA2,3.5415055340097802e-15,1.790485436985775,4.219282182921875e-14
MRGPRE,1.3317546788486789e-05,-1.0113791119251774,3.989470592953798e-05
TSSC2,2.0773867506868783e-20,-2.1040668884993776,6.206125687502043e-19
OR7E12P,3.530276697452465e-13,-1.8291214623777434,3.131281021998001e-12
FAM86GP,1.001082999078974e-11,-1.0015268945220184,7.311281193702827e-11
ART5,7.95613565896561e-11,-1.5926693852791827,5.115970831029941e-10
TRIM68,2.515868937502043e-10,-1.1579571786709284,1.4906149874663623e-09
HBB,3.0248153156354982e-21,-4.284063266597498,1.0777220626940626e-19
OR52N4,1.286868598555262e-10,-1.4463458322752336,7.96516772375911e-10
AC068733.3,2.8708266252140344e-20,-2.578317284680936,8.338166227251254e-19
HPX,0.0007948410808633021,1.183359330595593,0.0017700835595117718
ILK,2.374389406641938e-13,-1.473107505794525,2.1586083626297826e-12
DCHS1,1.510042138551436e-11,-1.2527313498519774,1.0738140434753491e-10
AC091564.5,2.5650313903942987e-15,-1.288097539821742,3.124734605332701e-14
MRPL17,3.8905561893756336e-22,1.0929098217650939,2.0991510373846303e-20
GVINP1,3.319582443382377e-09,-1.4847432863396106,1.676121389956861e-08
GVINP2,1.1362571877240744e-08,-1.1459705427466989,5.3234295803886184e-08
ZNF215,6.814354710348617e-07,-1.0399324304243232,2.471149658174488e-06
ZNF214,1.4251873733712342e-06,-1.4140297052836983,4.934864379142634e-06
NLRP14,2.5911537676245484e-08,-1.2464440908149106,1.1530649488310674e-07
AC107884.1,2.8040333746970813e-08,-1.0447105546715978,1.242686169357328e-07
OLFML1,3.3947563292948685e-14,-1.6568399926972788,3.4957314088013553e-13
OVCH2,7.863095930754904e-16,-3.771401995606712,1.0365711635273623e-14
AC104237.2,5.0445872088930884e-15,-2.230030812271237,5.889602217929003e-14
AC104237.3,4.532220751337278e-16,-2.5592682565000406,6.261998621767264e-15
AC104237.1,1.2327465777873085e-12,-1.1808593714837923,1.0094928408025194e-11
OR10AB1P,8.264019552743049e-17,-1.704198996542284,1.292285204544138e-15
AC044810.2,1.6081552941341821e-15,-3.1198067735203487,2.0295659316907036e-14
OR5E1P,7.043872182189651e-10,-1.3037054904414032,3.896868463748917e-09
OR10A6,5.585182393483846e-15,-2.370455347788038,6.449182864963633e-14
OR10A3,6.271523976703323e-18,-2.2843581253903613,1.1948073395053403e-16
TUB,9.649352286582369e-16,-1.5194685776798273,1.256306526304643e-14
RIC3,3.9583426680842407e-16,-3.0593452219557182,5.507651367047118e-15
AC132192.2,2.7130588124722145e-10,1.1042129017113504,1.5985437066517215e-09
SBF2,1.422075426930307e-15,-1.3026534456428465,1.8079786747082394e-14
ADM,1.0271080941136248e-12,-1.957220795533697,8.506602220962044e-12
LYVE1,3.2894988061573632e-25,-5.107409442049104,7.243399871186278e-23
IRAG1,1.3705423825083574e-14,-1.2715766442571539,1.4923414222532092e-13
DKK3,1.6937661508993007e-10,-1.272282324503868,1.0290295027135085e-09
AC124276.1,4.084025596920978e-07,-1.029313881918077,1.529198076695849e-06
MICAL2,3.465941267206609e-11,1.1700807076074913,2.345213988874886e-10
PARVA,1.1850790867464544e-19,-1.1734515396869227,3.0491634056681528e-18
AC009806.1,5.246934543859417e-25,-2.459151745719576,1.0514412640959341e-22
TEAD1,1.262708591615398e-18,-1.5635216167955726,2.6927829503852242e-17
LINC00958,3.0111490105931772e-09,-2.1865414652903983,1.528538501905991e-08
RASSF10-DT,1.7081732260569365e-08,-1.7083517927876697,7.795560039002339e-08
SPON1,2.1461547346636124e-06,-1.2525019903841486,7.2351885327122345e-06
RRAS2,2.95237725005323e-14,-1.203443747384208,3.0727764761889536e-13
PDE3B,4.2380810301246167e-16,-3.601557530028793,5.877447123212733e-15
SOX6,1.765807668865272e-16,-2.614312307394533,2.6226744961020904e-15
AC124798.1,3.772413010259736e-08,1.1708507810420716,1.644904102585508e-07
KCNJ11,6.8892338494612e-07,1.1910406383716587,2.4950898570721062e-06
USH1C,0.0005253651178510615,-1.0611645653786428,0.0012078231439535693
MRGPRX3,2.8088089957758175e-13,-3.1585454035926497,2.5268606153447343e-12
MRGPRX4,7.701924851544907e-10,-1.0906281463706216,4.231868588820713e-09
SAA4,3.562549756400558e-18,-2.8031020557655832,7.027500493433059e-17
SAA2,1.9731534021667043e-21,-4.5957396216719495,7.399129896402154e-20
ST13P5,3.843521494758157e-08,-1.094629870154587,1.6737901930834823e-07
SAA1,1.8517046249539873e-22,-4.857007185413112,1.1131977931032906e-20
LDHAL6A,8.327235918213951e-09,-1.1523556974619025,3.9641243484971744e-08
AC103974.1,1.0198936648245406e-07,-1.00799206200272,4.186350131306454e-07
PTPN5,3.685610756078193e-07,-1.2445133999483406,1.3900041570865549e-06
MRGPRX7P,6.663005975157346e-13,-1.9183961787962494,5.664527234637695e-12
MRGPRX2,1.0496384256169681e-19,-2.778084700996822,2.722477527576093e-18
E2F8,1.0824865952438075e-18,3.022322280279485,2.344087896413034e-17
NAV2,4.064110085931668e-13,-1.7568238243204561,3.5655340605646514e-12
AC009549.1,1.8357025959321534e-10,-1.922930656345721,1.1095659131556714e-09
ANO5,2.0597044537573723e-06,-1.8334747701822431,6.963867745188959e-06
FANCF,3.686898078703318e-15,1.0255102725598153,4.37398838348819e-14
GAS2,1.2700005227815676e-17,-1.58707118571541,2.286121663489976e-16
LUZP2,5.766579198755737e-16,-3.1262875687995066,7.786218202270045e-15
LINC02699,1.2458741570927193e-10,-1.122521716512784,7.721524762842359e-10
AC013799.1,2.7845547586265077e-12,-1.0972293211094621,2.181676188006213e-11
ANO3,3.86020970400031e-12,-3.0617004130516534,2.970369409372364e-11
MUC15,2.944230491525376e-11,-3.0659391106308513,2.0102719602673896e-10
BBOX1,4.912531398493953e-16,-3.8804526629850686,6.7168669381429595e-15
LGR4,1.0902381664216654e-18,-1.9475500075283971,2.356831068210854e-17
LGR4-AS1,1.4813883868133439e-25,-3.2581856875975506,4.2204342795697833e-23
BDNF,6.922130031707307e-13,-1.5382232681401704,5.8624497500197346e-12
KIF18A,3.2064218337235226e-18,2.133539806326663,6.38150396901969e-17
LINC01616,5.010861577774458e-11,-1.2012140044644724,3.3143795214221065e-10
KCNA4,1.222949897933937e-18,-2.996815744722164,2.6183156831175766e-17
RPL12P30,1.243106742858877e-13,-1.6172927048409957,1.178508755420203e-12
MPPED2,3.578659801617903e-17,-2.3449373120016457,5.916113545459471e-16
AL353699.1,4.437268567403934e-12,-1.0836215017066442,3.390982843459576e-11
MPPED2-AS1,4.24280288324699e-12,-1.7124835124387001,3.252872801621387e-11
AL122014.1,1.6133511973436562e-20,-2.9805576346970843,4.931724233106831e-19
WT1,9.83639995245342e-12,3.266876540253981,7.187802658676844e-11
WT1-AS,3.661657473776041e-11,2.396052219687917,2.46940197937667e-10
PIGCP1,8.085078454749505e-11,-1.2588482469023559,5.192712589370574e-10
C11orf91,1.0022694353018383e-14,-1.5466642133876587,1.114502424915497e-13
AL049629.2,1.655902020541186e-10,-1.151009277444352,1.0086142348983094e-09
CD59,4.548481252131787e-15,-1.031811296229936,5.341679967232226e-14
LMO2,8.24030301628507e-19,-1.263340591581759,1.8283142146384344e-17
CAT,1.5880657701184126e-24,-2.0074860690781495,2.286935474428318e-22
ELF5,2.3333497611745636e-09,-3.0590716085154144,1.2010504057451131e-08
AC087783.1,1.0614070422939673e-06,-1.255830768558158,3.7478771508336486e-06
PAMR1,1.4202798392376713e-27,-3.9966795320611945,6.723959828910946e-24
RAG1,1.1189911031753623e-16,-1.5801593374930034,1.7137351007546975e-15
AC087276.1,1.4590728589278867e-10,-1.1052201956571417,8.956389863700936e-10
AC087521.2,2.8968607981399868e-08,-1.0925339145932131,1.2815758190486374e-07
AC087521.1,1.435590378547539e-06,-1.1750078524291827,4.966345450959946e-06
ALX4,6.648707152181636e-20,-3.8562927728551246,1.8097294484204506e-18
LINC02685,1.4705584353450724e-13,1.4468394155052808,1.3772485207779247e-12
PRDM11,8.366818713007074e-20,-1.2896689838845745,2.2175289848595514e-18
SYT13,3.575177160745657e-08,3.0139247411861767,1.5638004443561486e-07
CHST1,6.997477043244238e-13,1.7892624520959588,5.921281617254276e-12
LINC02716,7.532951915174968e-12,-1.7204956636956839,5.587603228267464e-11
CRY2,2.3895522810612437e-21,-1.3380929307641498,8.718873130338492e-20
LINC02489,3.3316015872295577e-09,1.9873349292528273,1.6815175708253234e-08
CREB3L1,1.3889376631477844e-17,1.9514014187891338,2.479011548259151e-16
MDK,7.186059970361021e-11,1.5512155178197329,4.6531857636767533e-10
LRP4,1.5532770977309163e-19,-1.9878900697496977,3.921921119964049e-18
FAM180B,9.27656975607951e-21,-3.9599092733025834,2.972426420827033e-19
AC109635.6,4.095509581326803e-06,-1.2566497139995276,1.3299608152548342e-05
PRG2,5.9688924956212615e-12,-1.4623999084980983,4.496138313030224e-11
RTN4RL2,3.7461144401575546e-14,1.2520896706470017,3.8346037380142496e-13
SERPING1,7.279478130031706e-16,-1.5656689646522164,9.653464800308853e-15
AP000662.1,1.7891177050072284e-21,-2.417981782008131,6.776104395944377e-20
YPEL4,6.2880222757632044e-18,-1.740584578496959,1.1972641685827805e-16
BTBD18,1.1875213121588783e-08,-1.0141654310930688,5.545084721576298e-08
GLYAT,5.496281277079539e-23,-6.368416646027619,3.950021956131129e-21
AP000445.1,5.145633012824406e-18,-2.971503292657939,9.927952354952193e-17
GLYATL2,0.0010358971788375895,-1.1808657552485986,0.0022601284492940184
GLYATL1,0.00018558313746225373,1.3204961877353538,0.00046144798767367367
GLYATL1P4,0.016813579887250418,-1.049940463568471,0.02892956226829558
FAM111B,2.435170366021752e-18,2.863095505084612,4.942328929165104e-17
MPEG1,1.9624440552453088e-07,-1.1808051069736383,7.724548550027107e-07
AP003778.1,3.4751394670414835e-12,-1.1582261205016722,2.6921135646293546e-11
LINC02739,2.4664006059348145e-13,-1.390034570025703,2.2358175334891137e-12
TCN1,1.403258204403482e-05,-2.191712693781483,4.191734461201788e-05
MS4A4A,1.5865507801434407e-06,-1.1587678959519518,5.449263103940571e-06
MS4A4E,1.8281674652800812e-16,-1.9494856587807776,2.709981001174865e-15
MIR6503,3.51172672571405e-16,-1.657095679810345,4.938846565528923e-15
MS4A8,0.00019100891405362147,1.7648397278111405,0.00047394337073289176
MS4A15,7.796591977513465e-16,3.9915689474279876,1.0288784827747213e-14
PTGDR2,2.511275348620924e-20,-2.159760956213807,7.407479949662685e-19
AP003721.1,2.0188022337295194e-07,1.1977296224089757,7.929079726254466e-07
TMEM132A,3.7031262971940227e-19,2.3635054386227345,8.749357790388422e-18
PGA5,4.1458333047489204e-14,-1.6550905884035285,4.215003329033169e-13
VWCE,1.2360333770965817e-19,-2.059676779931383,3.1716482468940336e-18
RPLP0P2,2.249394609021579e-24,2.536806324141093,2.9787962035693456e-22
FEN1,8.759419777243526e-21,1.5182005727239911,2.8282546005398236e-19
FADS2,3.321965188696791e-07,1.3845365907514804,1.2627531970212192e-06
FADS3,4.947897459895812e-10,-1.1518137287875074,2.8048778771524717e-09
AP003733.1,1.3686965780548886e-11,1.3340838906604309,9.793692461222529e-11
AP003306.1,4.5447859421820657e-08,-1.856710420865682,1.9609161856254676e-07
SCGB1D2,0.0013051565870893702,-2.0182586800707973,0.0028001969699240153
AHNAK,4.770062039050308e-21,-1.8475278095294119,1.6261145784607683e-19
AP001363.1,2.28564048131281e-11,-1.3697296966666013,1.5857546728199555e-10
B3GAT3,3.026218637347465e-15,1.0412166096594362,3.6455154157410275e-14
UQCC3,1.9020726928562954e-15,1.120262662704742,2.3650394343151456e-14
LRRN4CL,5.418108620776387e-25,-3.838916481783893,1.0750032304531305e-22
GNG3,9.01705534938825e-09,1.0463181423738148,4.272103506413942e-08
CHRM1,1.504190382670934e-06,-1.6816689241683251,5.183305118122004e-06
SLC22A25,1.1342540667889202e-05,-1.0276514611398917,3.4345010014041866e-05
PLAAT5,1.7122223468776079e-15,-3.6560427260833084,2.1473082505179644e-14
AP000484.1,2.739387271067108e-09,-1.0284095675362792,1.3977038057981363e-08
LGALS12,9.138284088860599e-20,-5.183193361368514,2.4068384671871094e-18
PLAAT4,6.438695467582857e-07,1.0275567734317157,2.3437137546752727e-06
PLAAT2,2.6016705671672137e-06,1.335334819815345,8.67238787721273e-06
PLAAT3,2.7026034149948152e-08,-1.321295526783567,1.1994448020947156e-07
RCOR2,1.2880239260969925e-07,1.1455586223404461,5.199596906522862e-07
FKBP2,5.429370842342549e-09,1.1160713806709344,2.652631466497442e-08
PPP1R14B,1.0151462465616159e-22,1.5484450945237853,6.663370700567529e-21
PPP1R14B-AS1,8.113230322281602e-17,1.690942242121481,1.2708043226885583e-15
AP001453.2,1.4008113743623247e-09,1.0247600480530892,7.453544533941933e-09
SLC22A11,9.094850791120451e-08,-1.5728577508659147,3.764572446589027e-07
SLC22A12,2.0583446312491973e-17,-3.1635786025387445,3.5629682159018327e-16
RASGRP2,1.029657300892822e-10,-1.109367355555757,6.460775449637963e-10
PYGM,7.089993778512117e-24,-3.092706042707464,7.356888338831997e-22
SAC3D1,1.7671879323858163e-21,1.5174915850198047,6.699747322440481e-20
NAALADL1,1.4261450041853256e-17,-1.342927053800377,2.540631038970603e-16
CDCA5,4.018168795405195e-24,2.894683821052946,4.726215060781875e-22
ZNHIT2,5.783554717235938e-16,1.264371381841456,7.806356071297004e-15
SPDYC,0.0006060616813685535,1.8275409851933961,0.0013780380692893434
POLA2,5.384232442781611e-15,1.174007666895113,6.23234778538847e-14
TIGD3,1.6837672003804775e-21,2.135614027911428,6.422054274643525e-20
OVOL1,3.882179231088859e-10,1.8349966986235113,2.2338750561874725e-09
CFL1,5.71805071497023e-22,1.2090321146649607,2.930520335301522e-20
DRAP1,2.125416035296538e-17,1.2389637967072975,3.667335167235585e-16
BANF1,1.289078170100928e-16,1.033021798636545,1.9529941038107767e-15
CST6,4.853437267246427e-08,1.7390975710766954,2.0860086593246844e-07
CATSPER1,3.502315361007347e-15,1.596618166212103,4.176533122883887e-14
KLC2,3.5047734725344597e-16,1.0074037803306943,4.932692920997398e-15
CNIH2,5.751274474378529e-25,2.906615074679208,1.1113457624623082e-22
YIF1A,2.911640169924206e-22,1.0413789031439435,1.6459023850105877e-20
TMEM151A,3.576517337280053e-07,1.5038864287524132,1.3525413642750347e-06
CD248,1.4107452562863072e-11,-1.537329940490876,1.0079337075379665e-10
BRMS1,4.2961442353012245e-19,1.1205650740927702,1.0037764760505774e-17
AP001107.5,2.2052142770110528e-14,-1.8529026003490232,2.3323173841808607e-13
NPAS4,1.1984527567516931e-16,-2.0345212293744637,1.8280386511966825e-15
DPP3,9.163830806749937e-20,1.367935049248704,2.407557579435052e-18
CCDC87,3.254090804431912e-12,1.3516980330262447,2.534349889513762e-11
PC,6.434834375853453e-13,-1.3789441588134856,5.477283431283465e-12
LRFN4,4.257382215040992e-15,1.208917760773108,5.013808893422342e-14
RHOD,1.9053944290836753e-15,1.158137704896376,2.3669418311636433e-14
ANKRD13D,3.735165713804451e-15,1.0024092096707768,4.427720383243498e-14
AP001885.2,4.645209171342208e-10,1.205293075797476,2.6448083607248164e-09
AP003419.3,4.4029280920361905e-09,1.4412669330773271,2.1766936243020322e-08
PPP1CA,2.7893175174133194e-19,1.14190905631777,6.737411457558167e-18
CDK2AP2,1.3807281502998517e-16,1.023743838009974,2.083173651596863e-15
ALDH3B2,0.025112570790609183,1.278269677193915,0.04162670136763207
LRP5,6.96350845063501e-14,-1.0162237888928,6.836078772922508e-13
TESMIN,2.6876393364484785e-15,1.9483022057525066,3.2646456776346914e-14
AP003071.4,4.3838208915674523e-23,-2.6246094069097725,3.242828758734877e-21
MRGPRF,1.4079477718874743e-23,-2.5257318215074385,1.2522682519782344e-21
MRGPRF-AS1,1.765553979001253e-25,-3.0585214793005977,4.814436158507246e-23
AP003071.5,6.007253700415112e-11,-1.4712185394099215,3.9261212536587047e-10
SMIM38,9.506487649935655e-09,-1.358442973823863,4.496674325635856e-08
MYEOV,3.196468002789029e-17,-3.554405124716692,5.342587340583922e-16
AP005233.2,2.370779044703299e-14,-3.0296771836128507,2.4955776970287034e-13
LINC02747,7.1600156387405376e-09,2.4010227218594187,3.433072949761478e-08
LINC01488,6.213100588140524e-12,3.301792036633909,4.667095828544907e-11
FGF19,4.892165047073601e-05,-1.1171527691380079,0.00013375143217560497
AP003555.2,1.5049918079633435e-15,-2.607085181425112,1.906356512869688e-14
LINC02753,1.1511556369142705e-07,-1.1461744971301224,4.678994268350621e-07
ANO1,1.1121133009552055e-06,-1.046744264646108,3.910517051376609e-06
FOLR1,6.20691363140711e-11,-3.1294716798656514,4.0510192465261565e-10
FOLR2,1.7741001024862304e-12,-2.0057896030838887,1.4211562453799383e-11
LINC01537,2.654455302173789e-25,-3.8599511125484463,6.205854328057414e-23
PDE2A,9.98746734495191e-26,-3.2949580883735408,3.3186178055388854e-23
STARD10,1.2891390556917522e-16,2.239667180773832,1.9529941038107767e-15
P2RY6,9.712395831307275e-10,1.2170817305141757,5.276822259574404e-09
RELT,5.619198584598933e-16,1.3527590536556664,7.60348435845302e-15
P4HA3,4.160001759945867e-18,2.4122140244303143,8.134016864026317e-17
AP001972.3,2.0617072633407477e-15,-1.469656959476836,2.547637875750978e-14
ARRB1,2.618277679962747e-15,-1.2160341867122675,3.184478126233432e-14
KLHL35,1.7110927029914699e-12,1.6310135791599967,1.374456094586943e-11
GDPD5,5.320207888647093e-15,-1.5768574262216593,6.163306338100192e-14
MAP6,2.2189732489794914e-12,-1.2180960119989956,1.7541513845094814e-11
DGAT2,2.057786559284871e-16,-3.2545730223061167,3.0126249766662236e-15
AP001922.3,7.169367319169335e-13,-1.804635951204816,6.0528893857828665e-12
AP003031.1,5.927089674293299e-13,-2.392923796317712,5.079941034717909e-12
UVRAG-DT,1.6742373196025657e-08,-1.226038597569056,7.650828214602748e-08
WNT11,1.4380672538557094e-16,-2.5477680911257536,2.1613237766877433e-15
AP000785.1,3.629367780008665e-15,-1.61124459606639,4.313105594604587e-14
LINC02761,4.027314737279655e-14,-1.5497220415463318,4.0991808212773353e-13
LINC02757,1.9760460471372203e-10,-1.1057246685657114,1.1898373289232923e-09
AP001189.3,1.9481823324427383e-11,-1.5451220864078774,1.364628401311934e-10
AP001189.1,2.451819360438588e-17,-2.2995666438982725,4.188552388689719e-16
AP003119.3,9.716448612538548e-10,-1.4369577346159321,5.278266992990318e-09
GDPD4,4.9202832034194105e-09,-1.0617132266455298,2.4191977936687883e-08
KCTD14,1.2799914295674596e-14,-2.523906379734929,1.4019200521526307e-13
AP003032.1,4.212687619013114e-09,-1.4956860437077086,2.0905572704730437e-08
THRSP,6.662842903060103e-20,-4.274941056562844,1.8107671703392625e-18
LINC02728,1.5234502377265132e-14,-1.7999343979387779,1.6494898314366483e-13
AP003110.1,7.385151748153445e-08,-1.1696592261322232,3.0954541534922926e-07
AP002957.1,0.00015219770447766527,1.0501306312251475,0.0003833434767165721
LINC02720,6.18636416543643e-06,1.086604970445257,1.9528451108663055e-05
FAM181B,7.740109185675121e-08,-1.5727912142704699,3.2338543331302763e-07
DDIAS,2.5652740519718016e-14,1.5041189429676844,2.685583415349391e-13
C1DP5,6.6280654143044095e-12,-1.7100569019086649,4.957175148131224e-11
DLG2,1.6498348095814923e-16,-1.639110055844058,2.4639528224798675e-15
CCDC83,2.8306906372110275e-07,1.4217859731245648,1.0865468449754783e-06
AP001148.1,1.3603121909205023e-15,-1.7785139194460742,1.735280024214318e-14
ME3,1.0873870892903958e-10,-1.0958579402724098,6.801601753886779e-10
AP003059.1,2.097855279817537e-06,-1.0049269979907542,7.083370853865508e-06
AP003059.2,5.067854351372883e-06,-1.0450409311462678,1.6197461240835155e-05
MOB4P2,2.115022450777736e-10,-1.1842037639235998,1.2672735374269258e-09
OR7E13P,1.7388254419723216e-16,-2.0457799284042864,2.5846261691232224e-15
OR7E2P,2.246789620471013e-11,-1.2760062108802939,1.5596574429200722e-10
AP001528.1,5.2449918658648535e-24,-3.0793718713442235,5.791510843375086e-22
AP001528.2,3.180511882788431e-25,-3.616894096196954,7.087901147266074e-23
FZD4,2.8785455846788203e-20,-2.3840428395014985,8.347782195568579e-19
FZD4-DT,9.279537096349628e-13,-1.2759514536931382,7.722548626393008e-12
AP003120.1,7.286379985746303e-15,-1.870747192401831,8.257461268107585e-14
NAALAD2,1.2079719704062999e-23,-2.754163620230103,1.1024272387269446e-21
DISC1FP1,1.1627869517823255e-08,-1.2610018295935796,5.4362909531914326e-08
FAT3,2.363372105160298e-06,-1.4325128261169588,7.922672606730494e-06
VSTM5,3.3697592954799526e-07,-1.1947152480907164,1.2801029444032871e-06
AP000786.1,1.5875925174471382e-09,-1.653670507422278,8.36395590566044e-09
PIWIL4,6.000185173738966e-17,-1.4767295195631602,9.580565483566172e-16
AMOTL1,1.7880801344630568e-24,-2.1448604129057163,2.453686485965718e-22
KDM4E,3.3442580471763517e-12,-1.657853242848278,2.597629804732509e-11
AP002383.3,2.8580154718944367e-09,-1.0095396319088596,1.4557511243227754e-08
BUD13P1,6.792945226878806e-10,-1.3509614420846325,3.770164236852402e-09
AP000787.2,4.447251973479611e-08,-1.0316821115942103,1.921898918799256e-07
AP000787.1,7.195439307062462e-10,-1.184067850849381,3.974913481850696e-09
SESN3,2.118118395629471e-12,-1.4262055085712344,1.6786276651197026e-11
MAML2,3.64796380129125e-22,-2.510626298882185,1.9909492757053955e-20
CCDC82,2.401101894892994e-19,-1.746137219023069,5.8532552863679216e-18
JRKL,5.108686584516802e-11,-1.0943243336640105,3.3732127442640543e-10
ARHGAP42,2.5025470342717815e-14,-1.348468113434814,2.6241770143390516e-13
PGR,0.021984524636664077,-1.2953648161466251,0.03689643665923762
PGR-AS1,7.431835375389876e-05,-1.101942336573031,0.00019752514597018677
TRPC6,8.236742855926137e-19,-1.669321340651675,1.8283142146384344e-17
AP003080.1,2.570622919761049e-13,-1.9227037452966176,2.3241769506571968e-12
ANGPTL5,5.013898253800004e-18,-3.431106361116591,9.698487357733471e-17
CEP126,2.23071312356756e-14,-1.7057111401102283,2.357033667503963e-13
CFAP300,3.2424195823094517e-10,-1.1370912438315335,1.8875407202641897e-09
YAP1,2.5460136013423304e-20,-1.4741870830886175,7.480816069607403e-19
MMP7,0.00011914554160815791,-1.3197802127838187,0.00030585049768655097
MMP20,5.333950541775618e-09,-1.8714908797442575,2.6094872873586185e-08
AP000851.1,2.591505396952509e-09,-3.060684244530431,1.327257273890187e-08
AP000851.2,8.678299346138693e-13,-2.9037402230936014,7.249270168408842e-12
MMP27,6.5602870406420755e-21,-3.328335939920141,2.169993985827755e-19
MMP10,6.685581551999104e-15,3.1122041078325,7.635998664065563e-14
MMP1,6.791232155135266e-19,5.080120535543167,1.5420331333548744e-17
MMP3,2.3339875634507563e-10,2.0721488331191136,1.3901155052387788e-09
MMP13,4.534111471412782e-22,6.192011233767177,2.388385783981748e-20
DYNC2H1,2.705488726051906e-16,-1.578519238011829,3.893148936568764e-15
