"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"116","GABRD",3.29023204872226,5.8791477913539,17.8046246603372,2.00176902267662e-40,1.37474217317348e-37,81.3730766486263
"11375","PTTG1",3.20062645676453,8.50628418279853,17.7799345805028,2.33066188092427e-40,1.57203143868342e-37,81.2222680231799
"31221","MYOM1",-3.72715840468817,8.5897805109322,-17.7273498561089,3.2231528627733e-40,2.1358759637311e-37,80.9008511077917
"20187","LYVE1",-4.93748783462169,9.17664398847193,-17.7084206912673,3.62241248617781e-40,2.35906490392945e-37,80.7850741176392
"2950","LMOD1",-2.85524393620715,11.1370365486101,-17.6377609096429,5.60358486774292e-40,3.58743402753196e-37,80.3525461479974
"12054","NKAPL",-2.85883328323196,5.3614833280817,-17.6196132838942,6.26852030534247e-40,3.94624248288993e-37,80.2413708418125
"31315","GNAL",-2.62768200593274,8.6778015110466,-17.58175383793,7.92155170602094e-40,4.90512870557087e-37,80.0093214867329
"2556","NUF2",3.55224276013973,7.64856907303435,17.5718438785238,8.42223990409076e-40,5.08275515768964e-37,79.9485551435287
"37019","KIF4A",3.74412831122818,8.17832373014187,17.570785812305,8.47753825411541e-40,5.08275515768964e-37,79.9420666107756
"10997","CDC25C",3.60524656482541,6.32789023872238,17.5278450671268,1.10575776959147e-39,6.42588067027551e-37,79.6786318466893
"9158","ADH1A",-4.51565898533512,3.63429947692991,-17.5278391031306,1.10579859040535e-39,6.42588067027551e-37,79.678595244559
